timestamp,device_id,device_type,location,power_watts,energy_kwh,operational_status,room_temp,outdoor_temp,humidity,light_level,motion_detected,door_status,user_id,user_presence,wifi_signal,weather_condition,electricity_price,anomaly_score,hour_of_day,day_of_week,is_weekend,month,season
2023-01-20 23:19:00,D002,coffee_maker,bathroom,84,0.9795144446965912,1,22.528467289722556,15.115365398537957,48,36,0,0,U004,0,-38,cloudy,0.10307786621174082,0.042482779328488776,23,4,False,1,1
2023-01-20 23:20:00,D003,coffee_maker,living_room,73,0.0036332971141680437,1,24.755899662172986,18.78180741923373,38,77,1,0,U003,0,-48,rainy,0.11472471971984367,0.039023542255962454,23,4,False,1,1
2023-01-20 23:21:00,D002,coffee_maker,bedroom,134,0.6887244257941557,0,23.08290803373366,11.186608982943923,79,37,0,0,U003,1,-11,clear,0.1339316697132144,0.09207951036517442,23,4,False,1,1
2023-01-20 23:22:00,D004,refrigerator,bedroom,91,0.6066969433860878,1,22.688564894626147,16.505479283004338,31,24,0,0,U003,0,-20,rainy,0.19233724415514786,0.07094218731514662,23,4,False,1,1
2023-01-20 23:23:00,D002,light,bedroom,0,0.748191868536133,0,20.8469162756641,18.953176057521294,43,85,0,0,U003,1,-14,clear,0.13469965634759817,0.08298702849532576,23,4,False,1,1
2023-01-20 23:24:00,D003,coffee_maker,living_room,73,0.6303991880722717,0,22.671756651372846,14.002029337630454,55,89,0,1,U003,0,-75,rainy,0.12379631399062273,0.03922323251325626,23,4,False,1,1
2023-01-20 23:25:00,D004,refrigerator,kitchen,79,0.2721444471228954,1,24.934112964795283,13.938716643000504,47,57,0,1,U002,1,-85,clear,0.1097041259847269,0.016716906024913724,23,4,False,1,1
2023-01-20 23:26:00,D003,oven,kitchen,135,0.7823096408074625,0,20.639018901856133,17.940937824746676,59,43,1,0,U002,1,-16,clear,0.1875869115954195,0.049545414260148926,23,4,False,1,1
2023-01-20 23:27:00,D004,refrigerator,living_room,36,0.12321608621516156,1,18.242197345702483,15.487352615775345,52,21,1,1,U003,0,-66,rainy,0.15008137483310055,0.06970075669723529,23,4,False,1,1
2023-01-20 23:28:00,D003,coffee_maker,bathroom,127,0.06866579861803535,1,18.402360686990008,18.645847807144893,54,49,0,1,U003,0,-47,cloudy,0.1568125927728759,0.053895464420142425,23,4,False,1,1
2023-01-20 23:29:00,D002,light,bedroom,96,0.06613573274176832,1,20.156991256852514,17.8813183345292,69,50,1,1,U005,0,-20,cloudy,0.16484234746604814,0.07804675054073162,23,4,False,1,1
2023-01-20 23:30:00,D002,refrigerator,bathroom,1,0.3202933251293235,1,19.743669914027315,18.321847494097874,74,41,1,1,U001,1,-47,cloudy,0.18227965382885544,0.008838294378663947,23,4,False,1,1
2023-01-20 23:31:00,D003,light,bedroom,27,0.37292371437828464,1,22.9893468353442,15.359866850119928,79,9,0,1,U003,1,-33,clear,0.19495123723941404,0.0023206329991258936,23,4,False,1,1
2023-01-20 23:32:00,D003,refrigerator,bathroom,78,0.0051513551750919095,1,20.249335768570223,11.0326129084412,40,71,0,1,U002,0,-58,rainy,0.16098920371105063,0.03996176056686604,23,4,False,1,1
2023-01-20 23:33:00,D001,oven,bathroom,38,0.6708801267620382,1,20.803993000685537,19.231965305412686,36,96,1,1,U002,1,-21,clear,0.15884869734026957,0.008033657541054107,23,4,False,1,1
2023-01-20 23:34:00,D001,coffee_maker,bathroom,11,0.642958895302379,1,21.64677496880431,19.65232043821729,78,88,1,0,U002,0,-76,rainy,0.12142870783977357,0.0376959772498284,23,4,False,1,1
2023-01-20 23:35:00,D004,refrigerator,kitchen,53,0.9877300860636508,0,19.805376722948232,15.473629504800261,70,39,0,0,U004,1,-30,rainy,0.13058873677515495,0.059822706770585314,23,4,False,1,1
2023-01-20 23:36:00,D002,coffee_maker,bathroom,77,0.8927881904062014,1,24.70710258836988,13.83344530013451,63,4,1,0,U003,1,-23,cloudy,0.13555510999128673,0.09146413367305661,23,4,False,1,1
2023-01-20 23:37:00,D004,refrigerator,kitchen,141,0.6099108504649815,1,24.831830072045264,16.17147368661535,58,60,0,1,U001,1,-86,clear,0.1232206890731906,0.09755260315286747,23,4,False,1,1
2023-01-20 23:38:00,D002,coffee_maker,bathroom,93,0.589083363214271,1,23.224419484743628,10.059522984792457,78,64,1,1,U004,0,-96,cloudy,0.18324445169502204,0.09865337665566172,23,4,False,1,1
2023-01-20 23:39:00,D001,oven,kitchen,127,0.10936354806473714,0,20.574208322327486,12.420345187448596,53,35,1,1,U005,1,-6,rainy,0.1528085139240682,0.01951868099943206,23,4,False,1,1
2023-01-20 23:40:00,D001,coffee_maker,bathroom,132,0.5730027757553606,1,23.26428618125646,14.644461840235946,77,91,0,0,U002,0,-31,rainy,0.13804753016881444,0.09255598424686036,23,4,False,1,1
2023-01-20 23:41:00,D002,coffee_maker,bedroom,9,0.21701882084103497,0,24.020292689219886,14.400501546938239,34,15,1,0,U004,1,-99,rainy,0.12247331014583815,0.01712824490198267,23,4,False,1,1
2023-01-20 23:42:00,D001,refrigerator,kitchen,88,0.4354747724180231,1,23.76763583068228,11.533847752639012,74,66,0,1,U001,0,-74,cloudy,0.1831932302083917,0.07721944529905476,23,4,False,1,1
2023-01-20 23:43:00,D002,refrigerator,living_room,120,0.7815400831473883,1,24.922739111982963,19.833412754585286,54,60,1,1,U003,0,-54,rainy,0.172849709882815,0.03258353607009118,23,4,False,1,1
2023-01-20 23:44:00,D001,light,living_room,83,0.13769750739320996,1,18.478379697488748,19.343024137641937,77,15,0,1,U005,1,-65,rainy,0.1902088556766884,0.019881467442632052,23,4,False,1,1
2023-01-20 23:45:00,D001,coffee_maker,living_room,110,0.41164104116821565,0,24.179259649751458,13.361362948975504,54,91,0,0,U002,0,-75,clear,0.16608000111435606,0.08391280839513222,23,4,False,1,1
2023-01-20 23:46:00,D002,refrigerator,bedroom,46,0.8880802093175805,0,22.879704114428492,18.291730437706555,73,39,1,0,U005,0,-13,clear,0.15207493574557923,0.024943741526342458,23,4,False,1,1
2023-01-20 23:47:00,D004,oven,bathroom,70,0.5506408875200675,0,19.17055032688371,12.10966937478949,60,13,1,0,U003,0,-43,cloudy,0.1597465237199913,0.022736304203875235,23,4,False,1,1
2023-01-20 23:48:00,D004,light,kitchen,115,0.9362508815107147,1,23.536936921049314,19.082663820328232,31,33,0,0,U002,1,-10,clear,0.15403753459674513,0.07220438020394601,23,4,False,1,1
2023-01-20 23:49:00,D002,oven,bedroom,124,0.4832252632551024,1,20.139201071445978,19.111889911354147,36,45,0,0,U001,0,-50,clear,0.18282317875257204,0.09706642668305214,23,4,False,1,1
2023-01-20 23:50:00,D002,refrigerator,kitchen,136,0.6569939636277302,0,24.01190996556371,19.802940301233555,55,12,1,0,U001,0,-15,clear,0.19834370795111617,0.03277850497492797,23,4,False,1,1
2023-01-20 23:51:00,D004,light,living_room,86,0.36921497144820103,1,18.504351337402923,17.804649873602166,57,51,1,0,U003,1,-95,rainy,0.13666228002469044,0.04541329508169616,23,4,False,1,1
2023-01-20 23:52:00,D003,oven,kitchen,143,0.1364563004864875,1,23.810941857244103,16.722796167308488,52,65,0,0,U003,1,-72,cloudy,0.1328953215944886,0.01310999572532754,23,4,False,1,1
2023-01-20 23:53:00,D004,oven,kitchen,69,0.5929411976045327,0,23.577453542541672,18.719659682411788,57,97,1,1,U003,0,-88,rainy,0.16752494569880155,0.005187079916620508,23,4,False,1,1
2023-01-20 23:54:00,D004,refrigerator,kitchen,20,0.6117975141755234,1,22.199916055188847,10.77683386999896,76,95,1,1,U003,0,-45,cloudy,0.1457351170622015,0.04021547302905137,23,4,False,1,1
2023-01-20 23:55:00,D004,oven,living_room,40,0.9553843462535249,0,22.105341879403067,12.619648149563412,42,57,0,0,U002,0,-11,rainy,0.10690784209021931,0.03127101351764368,23,4,False,1,1
2023-01-20 23:56:00,D001,coffee_maker,bathroom,136,0.2580115354028616,0,22.994008499423508,17.50229578448234,37,50,0,1,U002,0,-53,clear,0.12338595300216247,0.002241800731270827,23,4,False,1,1
2023-01-20 23:57:00,D002,coffee_maker,bathroom,104,0.06233650296821902,1,18.52943024189461,17.453490108200405,48,7,1,0,U005,0,-68,cloudy,0.15256076337883126,0.04570859192987073,23,4,False,1,1
2023-01-20 23:58:00,D001,light,kitchen,19,0.41352605946988497,0,23.270653929391862,14.009395599604238,76,23,1,1,U004,0,-23,clear,0.19187055852452106,0.0326999165836729,23,4,False,1,1
2023-01-20 23:59:00,D003,coffee_maker,bedroom,127,0.5172262783843734,0,19.804123281421134,19.426026658236538,38,13,1,0,U002,1,-93,rainy,0.10314080180735308,0.031615756985956665,23,4,False,1,1
2023-01-21 00:00:00,D004,light,bathroom,148,0.2652511033949009,0,20.06469822235392,13.958350317259404,70,13,0,0,U002,1,-55,clear,0.1954818646638867,0.045909901182996087,0,5,True,1,1
2023-01-21 00:01:00,D003,refrigerator,bathroom,36,0.07665912829965993,0,20.132179614685747,13.387525836346802,55,6,1,0,U001,1,-23,rainy,0.1531558691031791,0.0414577370613541,0,5,True,1,1
2023-01-21 00:02:00,D004,light,bedroom,11,0.4429628149062885,1,24.847047297001346,17.51535052723274,48,49,0,1,U001,0,-87,rainy,0.18351935000884262,0.038405777404432774,0,5,True,1,1
2023-01-21 00:03:00,D001,light,kitchen,47,0.6438946572521962,1,22.57259948153095,19.724744816328673,64,66,0,0,U005,0,-46,clear,0.15502771543008045,0.036371075775591157,0,5,True,1,1
2023-01-21 00:04:00,D002,coffee_maker,kitchen,113,0.9773137316114219,1,19.069472013155867,17.38895619056711,58,72,1,1,U001,0,-17,rainy,0.16464273773814148,0.06756350184093214,0,5,True,1,1
2023-01-21 00:05:00,D004,light,living_room,35,0.6092742822667105,0,22.19748165376471,15.02181422988938,73,99,1,1,U005,1,-83,rainy,0.13328862623458745,0.05734019205649968,0,5,True,1,1
2023-01-21 00:06:00,D003,oven,living_room,124,0.25861832503006843,1,19.391708139907823,16.544209571636436,68,32,0,0,U005,1,-75,cloudy,0.1389659071761042,0.014355807692773205,0,5,True,1,1
2023-01-21 00:07:00,D001,oven,bathroom,138,0.0617829262065257,1,22.29062975997897,17.81295683636065,61,25,1,1,U005,1,-83,cloudy,0.19509027594652806,0.00713366598995906,0,5,True,1,1
2023-01-21 00:08:00,D002,refrigerator,kitchen,14,0.931751383057078,1,18.651118363542366,15.263058069072489,62,35,1,0,U002,1,-89,cloudy,0.1214518080276986,0.021579780492106772,0,5,True,1,1
2023-01-21 00:09:00,D004,oven,kitchen,102,0.6135861353709968,0,24.906583123875848,13.550969845080607,43,37,1,0,U003,1,-69,rainy,0.17855209500894376,0.035390961747646534,0,5,True,1,1
2023-01-21 00:10:00,D002,light,kitchen,29,0.7840561405889104,0,24.584935090914165,16.201331716361892,63,9,1,0,U002,1,-88,rainy,0.10549801895021693,0.06009034005054653,0,5,True,1,1
2023-01-21 00:11:00,D004,refrigerator,kitchen,68,0.36188677934983005,1,21.949576945833975,14.984773762393182,75,87,1,1,U001,1,-50,clear,0.13715023137719498,0.0673153807670884,0,5,True,1,1
2023-01-21 00:12:00,D001,coffee_maker,bathroom,105,0.32903349934054615,0,22.43911007080657,16.3485182324074,67,79,0,0,U003,1,-10,cloudy,0.10896944834567013,0.02432494183098093,0,5,True,1,1
2023-01-21 00:13:00,D004,light,bathroom,47,0.9634812778874452,1,24.706208075429668,11.307269665632301,79,66,0,0,U005,0,-68,clear,0.10860002213319263,0.017465278773401094,0,5,True,1,1
2023-01-21 00:14:00,D004,coffee_maker,living_room,102,0.4247765046109119,0,20.85336254454124,17.808886257618553,50,81,1,1,U005,0,-56,clear,0.1981282917224979,0.038088300181334904,0,5,True,1,1
2023-01-21 00:15:00,D004,light,kitchen,98,0.8070569247940134,0,22.270762987125828,17.98400514607268,47,46,1,1,U004,0,-72,rainy,0.14538540765712674,0.008644048824969797,0,5,True,1,1
2023-01-21 00:16:00,D002,light,living_room,141,0.9756379763198103,0,18.170313544486422,15.27898148465044,76,52,0,0,U005,0,-8,rainy,0.19455176961610812,0.008385641895281182,0,5,True,1,1
2023-01-21 00:17:00,D004,oven,kitchen,57,0.9726807630148022,0,20.59218258432919,17.884478699499038,47,80,1,0,U004,1,-14,clear,0.19697037482547347,0.0031955911956118802,0,5,True,1,1
2023-01-21 00:18:00,D003,refrigerator,bathroom,18,0.1855181907883613,1,22.86496284068387,12.968987236134152,57,93,1,0,U003,1,-79,rainy,0.1903342275056106,0.02890875020939886,0,5,True,1,1
2023-01-21 00:19:00,D001,oven,living_room,39,0.8028410503800714,1,22.945105518648838,12.896879048882615,67,28,0,1,U005,1,-4,clear,0.1957075429431873,0.04147008322890541,0,5,True,1,1
2023-01-21 00:20:00,D001,coffee_maker,living_room,89,0.7189966142948271,1,24.893360063895415,19.623418567571512,71,28,1,0,U002,0,-94,clear,0.15260399443321235,0.01715905121437856,0,5,True,1,1
2023-01-21 00:21:00,D004,oven,kitchen,133,0.05458922576791547,1,23.83745494001146,16.401332912559006,38,16,0,0,U002,0,-11,cloudy,0.10897964222622554,0.09633512050786444,0,5,True,1,1
2023-01-21 00:22:00,D002,refrigerator,living_room,15,0.8085340229931129,1,20.47725687827841,13.046706078989846,55,42,1,1,U005,1,-48,rainy,0.12904338229063886,0.0797329265991047,0,5,True,1,1
2023-01-21 00:23:00,D003,coffee_maker,bedroom,60,0.4759106073840267,1,23.497165814168056,10.808949083659417,55,8,0,1,U003,0,-21,clear,0.16400289929373507,0.030363939523046682,0,5,True,1,1
2023-01-21 00:24:00,D004,oven,living_room,42,0.14027859269731258,1,24.066689109979144,11.716675083378906,39,3,0,0,U004,0,-10,rainy,0.12170676220376678,0.05543076696503926,0,5,True,1,1
2023-01-21 00:25:00,D004,coffee_maker,bedroom,76,0.3154031464010846,1,19.480055848721907,10.402313870764836,42,4,0,0,U004,0,-23,rainy,0.10924712000589837,0.04074017973542308,0,5,True,1,1
2023-01-21 00:26:00,D002,oven,living_room,31,0.37197433789408063,0,20.094388005599907,17.932644904407006,52,82,1,1,U005,0,-79,rainy,0.1683692573283034,0.035979155873321726,0,5,True,1,1
2023-01-21 00:27:00,D004,coffee_maker,bedroom,28,0.5415817585198524,1,24.10329098654271,18.481984907866963,50,70,0,0,U001,1,-5,cloudy,0.16362630031869435,0.018914573224867694,0,5,True,1,1
2023-01-21 00:28:00,D002,coffee_maker,bedroom,119,0.016721719888300957,0,21.325641772359816,15.917940650557526,72,64,0,0,U005,0,-68,cloudy,0.13177529904908283,0.04684933527516099,0,5,True,1,1
2023-01-21 00:29:00,D004,light,bedroom,51,0.06921605514902862,1,20.530657796522206,11.707944711920755,43,85,1,0,U005,0,-65,cloudy,0.13274459162746963,0.0861650902243048,0,5,True,1,1
2023-01-21 00:30:00,D003,coffee_maker,bedroom,92,0.9287448320488556,1,24.125822987772743,10.590717139169385,63,73,1,1,U001,1,-70,rainy,0.10711450768477287,0.0059483946528722355,0,5,True,1,1
2023-01-21 00:31:00,D004,coffee_maker,living_room,3,0.28818792818058203,1,24.87902159501831,18.06067142035021,40,92,0,1,U001,1,-1,rainy,0.1341212470432405,0.029418940439985542,0,5,True,1,1
2023-01-21 00:32:00,D001,light,living_room,121,0.528295069227754,0,22.859906641718183,17.61277428426896,63,85,0,1,U002,0,-14,cloudy,0.10903476913054075,0.0334087360688222,0,5,True,1,1
2023-01-21 00:33:00,D001,refrigerator,kitchen,8,0.09386829524348872,0,21.22481730867689,16.697368991484424,79,5,1,0,U002,0,-70,rainy,0.11350272788288833,0.0331364655261316,0,5,True,1,1
2023-01-21 00:34:00,D001,light,kitchen,37,0.546628637804007,0,19.936750601836362,19.136257011182117,30,80,0,0,U002,1,-85,rainy,0.14136584480897782,0.06576320782723251,0,5,True,1,1
2023-01-21 00:35:00,D002,coffee_maker,living_room,97,0.18764973640199845,1,19.6412835046762,17.466966099164363,47,53,0,1,U005,0,-5,cloudy,0.13002517775760963,0.038034104618631354,0,5,True,1,1
2023-01-21 00:36:00,D001,refrigerator,living_room,7,0.24472210745279366,0,20.815696617337274,16.960363568936216,62,18,1,1,U004,0,-26,clear,0.13202798905264038,0.09036217547479684,0,5,True,1,1
2023-01-21 00:37:00,D002,light,bathroom,86,0.4521985914788964,1,19.845115447251793,11.841223387786211,76,46,1,0,U005,1,-24,cloudy,0.18348785327452635,0.003572253702144668,0,5,True,1,1
2023-01-21 00:38:00,D001,refrigerator,kitchen,49,0.4641221699746605,0,21.232395176338883,18.394470473543663,54,79,1,1,U002,0,-19,rainy,0.10137523168917939,0.041253140923146574,0,5,True,1,1
2023-01-21 00:39:00,D004,coffee_maker,living_room,18,0.4600422074890833,0,24.042900161812852,12.85505793125079,59,51,1,1,U002,0,-5,cloudy,0.1656944043863402,0.05571087020629156,0,5,True,1,1
2023-01-21 00:40:00,D004,oven,kitchen,101,0.9941918789758684,1,20.690275819653525,19.320008644566876,58,33,0,0,U004,0,-92,rainy,0.177074587833013,0.06513207657265396,0,5,True,1,1
2023-01-21 00:41:00,D004,oven,living_room,26,0.6861955963493667,0,20.328071719044022,11.756802787442185,43,42,1,0,U002,1,-49,rainy,0.10896633651252235,0.03945237888841581,0,5,True,1,1
2023-01-21 00:42:00,D001,refrigerator,living_room,4,0.6739563481000514,1,23.397376948728645,16.722627193190558,36,63,0,1,U005,0,-71,rainy,0.11423114268241928,0.08828511026841039,0,5,True,1,1
2023-01-21 00:43:00,D002,oven,bedroom,13,0.9798205786901961,1,24.080809047329037,15.579391445303493,70,59,1,0,U004,0,-93,cloudy,0.14823898988768436,0.029175128168474285,0,5,True,1,1
2023-01-21 00:44:00,D001,oven,bathroom,103,0.7582436431040097,0,24.961530644084437,14.41629014687193,74,30,1,0,U004,0,-30,clear,0.1369972269494431,0.008404949710176302,0,5,True,1,1
2023-01-21 00:45:00,D004,refrigerator,kitchen,61,0.6732765990399229,0,22.292822555598278,10.759528053017517,47,63,0,0,U002,0,-99,clear,0.12227301929120858,0.06386101469838859,0,5,True,1,1
2023-01-21 00:46:00,D002,light,bathroom,119,0.5041039329405186,1,22.65682348515492,15.975408868861317,43,73,1,0,U002,0,-86,clear,0.19619898977984548,0.0339565095451559,0,5,True,1,1
2023-01-21 00:47:00,D004,refrigerator,bathroom,1,0.23785622164992604,0,19.390773306299625,10.622257279585208,53,58,1,0,U002,1,-62,cloudy,0.16887516056069057,0.07288816446857928,0,5,True,1,1
2023-01-21 00:48:00,D001,light,bathroom,144,0.7365964746009189,0,19.30347984026453,18.930449875289312,48,45,1,1,U003,1,-15,cloudy,0.10109423150908314,0.03026697780801404,0,5,True,1,1
2023-01-21 00:49:00,D001,refrigerator,kitchen,16,0.29369177258307255,0,23.60068387497954,17.32633607670168,73,78,0,1,U001,0,-60,cloudy,0.16818126734878133,0.03815145029445656,0,5,True,1,1
2023-01-21 00:50:00,D002,coffee_maker,living_room,61,0.05624457113652903,1,24.152884476056144,15.400892411890752,39,3,0,0,U001,0,-33,clear,0.11772610935092123,0.0943400964444492,0,5,True,1,1
2023-01-21 00:51:00,D003,oven,kitchen,24,0.24743149175260226,1,20.481799165981464,12.128718628679154,63,28,0,1,U004,1,-74,rainy,0.1901357407363001,0.07678181862704625,0,5,True,1,1
2023-01-21 00:52:00,D001,coffee_maker,kitchen,47,0.0765705035246288,0,24.843631618455472,13.197516020736897,69,28,0,0,U002,0,-46,clear,0.12739256550470893,0.04991843990965144,0,5,True,1,1
2023-01-21 00:53:00,D002,light,bedroom,16,0.5662997946659858,1,18.971965242402174,12.858687476400224,66,93,0,0,U005,1,-37,rainy,0.15912507816790872,0.07664474095249571,0,5,True,1,1
2023-01-21 00:54:00,D001,oven,kitchen,31,0.9419113984869901,0,24.13927280161592,16.668053766508013,50,99,1,1,U005,0,-53,rainy,0.10632159513259455,0.09659090706676662,0,5,True,1,1
2023-01-21 00:55:00,D003,refrigerator,living_room,120,0.43760255284782656,0,23.73694555154033,15.393788284115487,67,10,0,1,U001,1,-2,rainy,0.1708002304261331,0.032772195989324064,0,5,True,1,1
2023-01-21 00:56:00,D003,light,bedroom,46,0.36634850847222844,0,22.010288118017783,11.673931193561351,63,65,0,0,U005,0,-10,cloudy,0.1316041539168268,0.04022300201610956,0,5,True,1,1
2023-01-21 00:57:00,D003,coffee_maker,living_room,7,0.6571670279977153,1,22.92002625781,19.721148256466844,50,94,0,0,U003,0,-42,cloudy,0.14581848202274622,0.06457768856257776,0,5,True,1,1
2023-01-21 00:58:00,D001,refrigerator,bedroom,141,0.20256340283257823,1,19.44260621639615,19.3845517058404,78,57,1,1,U003,0,-9,cloudy,0.17910580324678618,0.0752990955439759,0,5,True,1,1
2023-01-21 00:59:00,D001,refrigerator,bathroom,40,0.466124147413839,1,21.48445573457802,19.66522572667459,67,52,1,0,U003,0,-60,rainy,0.1496174799063706,0.08046506787921485,0,5,True,1,1
2023-01-21 01:00:00,D002,oven,living_room,87,0.1021868900786761,0,23.621542829065337,19.34093196124892,45,39,0,0,U003,1,-48,clear,0.18576524180182793,0.010000922821732561,1,5,True,1,1
2023-01-21 01:01:00,D004,light,bedroom,52,0.5323263479270998,1,19.036952599982733,16.041083795515508,45,74,0,0,U003,1,-76,rainy,0.1398122559965532,0.0063642142960326,1,5,True,1,1
2023-01-21 01:02:00,D003,oven,bathroom,130,0.48437826498042647,0,24.392526371557196,10.052315305988625,51,73,1,1,U001,1,-25,cloudy,0.1265890951697405,0.007245973729250743,1,5,True,1,1
2023-01-21 01:03:00,D002,coffee_maker,kitchen,124,0.32178912084887135,1,19.02012551624416,16.886624262326315,61,14,1,0,U004,1,-51,clear,0.11204247963557473,0.01236336169085387,1,5,True,1,1
2023-01-21 01:04:00,D004,coffee_maker,living_room,18,0.8570800606104239,1,22.418319273612155,19.25587315788069,69,18,1,0,U005,1,-71,cloudy,0.15593952577987288,0.07176552388498358,1,5,True,1,1
2023-01-21 01:05:00,D001,light,kitchen,27,0.9763161122082461,0,22.01246107479107,17.30619929274798,53,72,1,1,U004,1,-7,clear,0.16560238058204968,0.06730016951216618,1,5,True,1,1
2023-01-21 01:06:00,D001,light,bedroom,13,0.21370388985426148,1,19.593219599316914,13.027838003474983,56,75,0,1,U004,0,-99,clear,0.19214116475314552,0.045403426667863234,1,5,True,1,1
2023-01-21 01:07:00,D001,light,bedroom,145,0.6384499399065771,1,22.244548796636767,19.676485446306348,73,6,1,0,U002,1,-52,rainy,0.10333306348218003,0.09763146530272068,1,5,True,1,1
2023-01-21 01:08:00,D003,refrigerator,living_room,74,0.7676529925405746,1,24.600603900364735,19.997248788459782,73,4,1,1,U004,0,-24,rainy,0.19287036621292433,0.029067669708430534,1,5,True,1,1
2023-01-21 01:09:00,D004,oven,kitchen,53,0.6618601382015022,1,24.920380572951423,18.992548407181484,66,9,1,1,U004,0,-79,clear,0.10128981918503277,0.03710370924896905,1,5,True,1,1
